article_id,title,content,source,published_at,url,language,expected_domain,split
e99a3513bf06,Insurance providers expand telemedicine support benefits Snapshot,"Insurance providers expanded telemedicine support, digital care reimbursement, mental health access, and remote consultation benefits for patients and doctors. Hospital leaders coordinated staffing plans, preventive care outreach, and patient monitoring capacity.",BBC Archive,2026-02-26T10:05:00+00:00,https://dataset.local/insurance-providers-expand-telemedicine-support-benefits-snapshot,en,Health,train
e3b08baff36e,Insurance providers expand telemedicine support benefits Outlook,"Insurance providers expanded telemedicine support, digital care reimbursement, mental health access, and remote consultation benefits for patients and doctors. Clinical teams reviewed trial progress, digital care access, and vaccination follow-up programs.",BBC Archive,2026-03-08T10:05:00+00:00,https://dataset.local/insurance-providers-expand-telemedicine-support-benefits-outlook,en,Health,train
02f91658763c,Insurance providers expand telemedicine support benefits Watch,"Insurance providers expanded telemedicine support, digital care reimbursement, mental health access, and remote consultation benefits for patients and doctors. Public health agencies examined recovery outcomes, care equity, and community guidance updates.",BBC Archive,2026-03-18T10:05:00+00:00,https://dataset.local/insurance-providers-expand-telemedicine-support-benefits-watch,en,Health,train
6ceb8cb65e33,Insurance providers expand telemedicine support benefits Briefing,"Insurance providers expanded telemedicine support, digital care reimbursement, mental health access, and remote consultation benefits for patients and doctors. Medical networks expanded telemedicine pathways, diagnostics support, and rural service coverage.",BBC Archive,2026-03-28T10:05:00+00:00,https://dataset.local/insurance-providers-expand-telemedicine-support-benefits-briefing,en,Health,validation
c09a9f920906,Cities brace for heatwave with new water resilience plans Snapshot,"City officials introduced climate resilience plans covering water storage, urban heat mitigation, drought preparation, and emergency energy management ahead of a heatwave. City planners refined resilience funding, weather forecasting, and infrastructure readiness measures.",CNN Archive,2026-02-19T06:25:00+00:00,https://dataset.local/cities-brace-for-heatwave-with-new-water-resilience-plans-snapshot,en,Climate,train
52f984d2d59c,Cities brace for heatwave with new water resilience plans Outlook,"City officials introduced climate resilience plans covering water storage, urban heat mitigation, drought preparation, and emergency energy management ahead of a heatwave. Energy and agriculture groups tracked drought signals, water storage, and renewable deployment trends.",CNN Archive,2026-03-01T06:25:00+00:00,https://dataset.local/cities-brace-for-heatwave-with-new-water-resilience-plans-outlook,en,Climate,train
878d02991f0a,Cities brace for heatwave with new water resilience plans Watch,"City officials introduced climate resilience plans covering water storage, urban heat mitigation, drought preparation, and emergency energy management ahead of a heatwave. Emergency teams stress-tested flood barriers, heat response plans, and coastal protection systems.",CNN Archive,2026-03-11T06:25:00+00:00,https://dataset.local/cities-brace-for-heatwave-with-new-water-resilience-plans-watch,en,Climate,train
d8fe7a623211,Cities brace for heatwave with new water resilience plans Briefing,"City officials introduced climate resilience plans covering water storage, urban heat mitigation, drought preparation, and emergency energy management ahead of a heatwave. Climate analysts monitored seasonal risks, carbon targets, and resource allocation priorities.",CNN Archive,2026-03-21T06:25:00+00:00,https://dataset.local/cities-brace-for-heatwave-with-new-water-resilience-plans-briefing,en,Climate,validation
76476e5bc8df,Energy groups invest in offshore wind expansion Snapshot,"Energy groups increased investment in offshore wind, renewable infrastructure, carbon reduction, and climate targets as governments promoted cleaner power systems. City planners refined resilience funding, weather forecasting, and infrastructure readiness measures.",Reuters Archive,2026-02-21T11:45:00+00:00,https://dataset.local/energy-groups-invest-in-offshore-wind-expansion-snapshot,en,Climate,train
6d945db5c362,Energy groups invest in offshore wind expansion Outlook,"Energy groups increased investment in offshore wind, renewable infrastructure, carbon reduction, and climate targets as governments promoted cleaner power systems. Energy and agriculture groups tracked drought signals, water storage, and renewable deployment trends.",Reuters Archive,2026-03-03T11:45:00+00:00,https://dataset.local/energy-groups-invest-in-offshore-wind-expansion-outlook,en,Climate,train
2161ae3d5531,Energy groups invest in offshore wind expansion Watch,"Energy groups increased investment in offshore wind, renewable infrastructure, carbon reduction, and climate targets as governments promoted cleaner power systems. Emergency teams stress-tested flood barriers, heat response plans, and coastal protection systems.",Reuters Archive,2026-03-13T11:45:00+00:00,https://dataset.local/energy-groups-invest-in-offshore-wind-expansion-watch,en,Climate,train
5f16db060617,Energy groups invest in offshore wind expansion Briefing,"Energy groups increased investment in offshore wind, renewable infrastructure, carbon reduction, and climate targets as governments promoted cleaner power systems. Climate analysts monitored seasonal risks, carbon targets, and resource allocation priorities.",Reuters Archive,2026-03-23T11:45:00+00:00,https://dataset.local/energy-groups-invest-in-offshore-wind-expansion-briefing,en,Climate,validation
5d77f240301b,Farmers seek climate support after irregular rainfall Snapshot,"Farmers requested climate support, crop insurance, irrigation upgrades, and weather forecasting tools after irregular rainfall disrupted planting cycles and yields. City planners refined resilience funding, weather forecasting, and infrastructure readiness measures.",BBC Archive,2026-02-23T12:35:00+00:00,https://dataset.local/farmers-seek-climate-support-after-irregular-rainfall-snapshot,en,Climate,train
28ba9c649fe1,Farmers seek climate support after irregular rainfall Outlook,"Farmers requested climate support, crop insurance, irrigation upgrades, and weather forecasting tools after irregular rainfall disrupted planting cycles and yields. Energy and agriculture groups tracked drought signals, water storage, and renewable deployment trends.",BBC Archive,2026-03-05T12:35:00+00:00,https://dataset.local/farmers-seek-climate-support-after-irregular-rainfall-outlook,en,Climate,train
d742e8638773,Farmers seek climate support after irregular rainfall Watch,"Farmers requested climate support, crop insurance, irrigation upgrades, and weather forecasting tools after irregular rainfall disrupted planting cycles and yields. Emergency teams stress-tested flood barriers, heat response plans, and coastal protection systems.",BBC Archive,2026-03-15T12:35:00+00:00,https://dataset.local/farmers-seek-climate-support-after-irregular-rainfall-watch,en,Climate,train
d8493993711a,Farmers seek climate support after irregular rainfall Briefing,"Farmers requested climate support, crop insurance, irrigation upgrades, and weather forecasting tools after irregular rainfall disrupted planting cycles and yields. Climate analysts monitored seasonal risks, carbon targets, and resource allocation priorities.",BBC Archive,2026-03-25T12:35:00+00:00,https://dataset.local/farmers-seek-climate-support-after-irregular-rainfall-briefing,en,Climate,validation
f64fb395d82c,Coastal engineers test flood barriers before storm season Snapshot,"Coastal engineers tested flood barriers, storm drainage systems, sea-level defenses, and disaster planning scenarios before the next storm season. City planners refined resilience funding, weather forecasting, and infrastructure readiness measures.",CNN Archive,2026-02-27T13:20:00+00:00,https://dataset.local/coastal-engineers-test-flood-barriers-before-storm-season-snapshot,en,Climate,train
0a942b8bf387,Coastal engineers test flood barriers before storm season Outlook,"Coastal engineers tested flood barriers, storm drainage systems, sea-level defenses, and disaster planning scenarios before the next storm season. Energy and agriculture groups tracked drought signals, water storage, and renewable deployment trends.",CNN Archive,2026-03-09T13:20:00+00:00,https://dataset.local/coastal-engineers-test-flood-barriers-before-storm-season-outlook,en,Climate,train
c14230bdd365,Coastal engineers test flood barriers before storm season Watch,"Coastal engineers tested flood barriers, storm drainage systems, sea-level defenses, and disaster planning scenarios before the next storm season. Emergency teams stress-tested flood barriers, heat response plans, and coastal protection systems.",CNN Archive,2026-03-19T13:20:00+00:00,https://dataset.local/coastal-engineers-test-flood-barriers-before-storm-season-watch,en,Climate,train
17d75c5215dd,Coastal engineers test flood barriers before storm season Briefing,"Coastal engineers tested flood barriers, storm drainage systems, sea-level defenses, and disaster planning scenarios before the next storm season. Climate analysts monitored seasonal risks, carbon targets, and resource allocation priorities.",CNN Archive,2026-03-29T13:20:00+00:00,https://dataset.local/coastal-engineers-test-flood-barriers-before-storm-season-briefing,en,Climate,validation
